165,package-global,4.29959
165,cpu%_package-global,1.28044
165,cpu%_package-0,1.28003
165,freq_package-0,2268485.0
150,psys-1,12.46605
150,core-0,1.83525
150,package-0,4.29583
150,uncore-0,0.2276
150,package-global,4.29583
150,cpu%_package-global,1.28012
150,cpu%_package-0,1.27968
150,freq_package-0,2667795.375
120,psys-1,12.46668
120,core-0,1.83582
120,package-0,4.29637
120,uncore-0,0.22756
120,package-global,4.29637
120,cpu%_package-global,1.28012
120,cpu%_package-0,1.27918
120,freq_package-0,2572108.25
135,psys-1,12.46816
135,core-0,1.83757
135,package-0,4.29963
135,uncore-0,0.22715
135,package-global,4.29963
135,cpu%_package-global,1.28076
135,cpu%_package-0,1.28069
135,freq_package-0,2158004.25
90,psys-1,12.46993
90,core-0,1.83888
90,package-0,4.29998
